Clarity Score,Analyze EDA,Propose EDA Reason,Design Targeted EDA,Analyze EDA Reason,EDA,Design Targeted EDA Reason,Target,Targets,filename,Clarity Score reason,Propose EDA
3,True,システムは、ユーザーが実際に体験する触覚刺激（銃が弾かれる感覚）を意図的に生み出すことを目的としており、具体的な物理的メカニズム（空気噴射の角度、タイミング等）を通じてユーザーの感情・身体感覚へ直接影響を与える設計となっている。,True,論文内では、どのような方法でユーザーに『銃が弾かれる感覚』、すなわち物理的刺激としての触覚体験を与えるか、またその仕組みや運用方法が記述されており、体験によって引き起こされる感覚に焦点をあてた設計意図が議論されている。,銃が弾かれる体験を可能とする;弾かれる感覚を提示する空気噴射部;銃が弾かれる感覚の提示,本稿は、VR決闘システムにおいて、敵の銃弾が当たった際に、銃型デバイスから空気を噴射することで“銃が弾かれる感覚”という触覚体験を与える仕組みを詳細に設計している。つまり、ユーザーが受ける触覚的な刺激（体感）が、システム設計の要件として明確に定義されている。,,プレイヤー（コンテンツのユーザー）,IPSJ-EC2024109.txt,システムの設計と解説の中心には、『弾かれる感覚を提示する』ことに重点が置かれており、ユーザーに与える触覚体験が明確に意図されているため、EDAとしての主題は比較的明瞭に示されている。ただし、感情反応としての計量的評価や詳細な心理的効果などは議論されていないため、主題としては明確だが技術的アプローチの記述が中心となっている。,True
4,True,操作性（移動速度の低下や進行方向へのノイズ付与）という仕組みを通してプレイヤに瀕死感を提示し、その結果、プレイヤの没入感に影響を与えようとする意図が明確に示されているため。,True,論文中では、アンケートやインタビューを用いて実際にプレイヤがどのような瀕死感を覚えたかを詳細に分析しており、どの程度の感情が誘発されるのかについて議論されている。,本研究では，キャラクタが死に近づいていく際にプレイヤが感じる感覚を「瀕死感」と定義する．;操作性の低下は，プレイヤの操作キャラクタに対する瀕死感の知覚に影響を与え，操作性が悪化するほど，瀕死感を強く感じる傾向にあると考察できる．,本研究では、操作キャラクタが死や戦闘不能に近づく際にプレイヤが感じる『瀕死感』を明確に定義し、ゲームデザインの要件として組み込んでいるため、対象となるプレイヤ自身の感情状態を変化させることを目的としている。,,プレイヤ,IPSJ-EC2024041.txt,『瀕死感』という感情体験が本研究の中心テーマであり、定義、提示手法、評価方法が具体的かつ直接的に記述されているため、EDAとしての記述が非常に明確である。,True
4,True,提案するインタラクションは、あくまで参加者の感情状態に直接影響を及ぼす（たとえば、プレッシャーを分散させる、安心感を与える）ことを目的としており、発話の促進など具体的な感情変化を狙っている。,True,論文内では、ロボットの動作が参加者にどのような反応（自発的な発話の促進、緊張感の低減など）をもたらすかが具体的に議論されており、狙う感情体験が明確に分析されている。,発言の少ない参加者にあたかも話を聞きたがるように近づく．これにより，緊張感を生じさせずに自発的な発言を促す;指名される人は発言の準備ができ，緊張感の少ない，ゆるやかなファシリテーションとなることを目指す,本稿では、ロボットが参加者に対して、『発言の少ない参加者にあたかも話を聞きたがるように近づき』、その結果として緊張感を与えず自発的な発言を促すという明確な狙いが示されている。つまり、デザイン要件としてユーザーの『緊張感の少なさ』と『発言に対する安心感』という感情が具体的に定義されている。,,会議参加者;発言の少ない参加者,IPSJ-EC2024093.txt,対象とする感情は、発言機会を促す際の『緊張感の少なさ』や『安心感』として具体化され、システムの設計・シナリオに反映されているため、EDAに関する記述は明確である。,True
4,True,システムは、ユーザの活動状況に合わせた激励文を生成することで、直接的にユーザの感情状態、すなわちモチベーションや継続意欲に影響を与えることを狙っているため。,True,論文内では、生成された激励文がユーザにどのような影響（たとえば『修正しよう！もう少しやってみよう！』という気持ちや、場合によっては過剰な賞賛による逆効果）があるかについて、評価実験と共に議論されているため。,ユーザの継続意欲を向上させる激励文の生成手法;モチベーションを高めることを目的としている,本研究は、生成された激励文によってユーザの継続意欲やモチベーションを向上させることを明確な設計要件として掲げ、ユーザの具体的な活動や努力に基づいたフィードバックを提供することを目的としているため。,,content user;ユーザ,IPSJ-EC2024086.txt,激励文生成システムによるユーザの継続意欲向上やモチベーション向上という感情変化の促進が、システム設計、評価、議論の全体で中心的なテーマとして明確に扱われており、EDAとしての目標ははっきりしている。,True
4,True,研究の目的自体が、視覚などの他の情報でコンテンツを阻害することなく、触覚提示によりユーザの心理状態（例：達成感、実感、躊躇い）を直接変化させることにあるため。,True,論文内では、各トリガーの抵抗や押す深さがユーザに与える影響について、実験結果やアンケートを通して詳細に議論され、具体的な感情反応（お金の重さ、投げ銭時の実感、達成感等）が分析されている。,投げ銭時の触覚によって達成感が生まれる可能性が示された．;お金を投げている感覚を提示する．;抵抗がある時お金（金額）を投げている感覚について聞いた結果,本研究では、投げ銭時のトリガーの抵抗制御を通じて、ユーザが「お金を投げている感覚」や「達成感」といった具体的な触覚・感情体験を得ることを狙っており、これらはあらかじめ明確に定義されている。,,コンテンツ利用者;視聴者,IPSJ-EC2024076.txt,論文は、触覚を介したユーザ体験向上の狙いを明確に記述し、具体的な実験設定と結果により、狙っている感情（EDA）がはっきりと示されている。,True
3,True,システム全体の設計・改善に、ユーザーの感情状態（ここでは主に没入感）の変化を狙った工夫が含まれており、ユーザー体験の向上を目的としているため。,True,論文中では、どのような提示方法によってユーザーに『没入感』という感情体験を与えられるか、具体的なシステム改善点や実験結果とともに議論されているため。,視聴者が空間への没入感を高く感じる視野角等の条件を探索する．;VR 体験の没入感を高めるため，一度表示された映像をその場に残すようにした．,本論文では、VR 空間上での視聴体験において『没入感』を高めるための提示方法（例：視点映像の表示位置の工夫や、大型モニターの利用）に焦点を当て、ユーザーが空間に深く入り込む感覚を得られるように設計されているため。,,視聴ユーザー,IPSJ-EC2024100.txt,本論文はユーザーが感じる『没入感』および体験共有に焦点を当て、この点について具体的な改善策・実験結果が示されるなど、EDAとして明確な設計意図があると判断できるが、感情状態の定義自体は単一の要素（没入感）に留まっているため。,True
1,False,システムは実際の演奏体験を改善することを目的としているものの、ユーザーの感情状態に直接働きかけるという意図が明確に設計要件として示されておらず、感情変化を生み出す仕組みとしても具体性に欠ける。,False,論文内では、生成される合いの手がどのような感情的効果（たとえば、興奮や安心感など）を意図しているかについての議論はなく、単に演奏体験の向上を狙う技術的なアプローチとして記述されている。,,本論文は、ジャムセッションにおける合いの手の自動生成という技術的課題を中心に扱い、より人間らしくインタラクティブな演奏体験の提供を目指しているが、具体的にどのような感情（例：喜び、没入感、安心感など）をユーザーに与えたいかについて、明確かつ一義的に定義してはいない。,,演奏者,IPSJ-EC2024073.txt,EDAsに関する議論が論文の主題でもなく、ユーザーの感情状態に直接影響を与える仕組みが設計要件として明示されていないため、EDAとしての要素は含まれていない。,False
2,True,オンラインツアーシステム自体が利用者の感情状態に直接働きかける設計となっており、現実の来園と同様の感情（興奮、臨場感、満足感など）を意図的に引き起こそうとしているため。,True,システムの運用結果やアンケート調査の中で、利用者が感じた『臨場感』や満足度についての記述があり、狙いとしての感情的効果に関する言及がなされているため。,臨場感あふれるジャングルバスオンラインツアーを提供できるシステムを実装した．;エサやりばさみにカメラを取り付け，動物がエサを食べる瞬間を至近距離で撮影し，視聴者に配信できる．,本論文では、ツアーシステムの設計要件として『臨場感あふれる』体験、つまり動物のエサやりの瞬間を間近で撮影することにより、視聴者に没入感やリアルな体験を感じさせる意図が明確に盛り込まれているため。,,視聴者,IPSJ-EC2024002.txt,『臨場感』の提供はシステム設計の重要な目的として何度も言及されるものの、感情そのものに特化した深い議論は限定的であり、技術的な側面が主となっているため、EDAは主要テーマの一要素と評価される。,True
3,True,コンテンツ自体がプレイヤの感情状態を直接変化させることを目的としており、多人数がリアルタイムに参加することで、プレイヤが直接体験および影響を受ける設計になっているため。,True,論文内では、プレイヤがどのような感情、例えば『適度な納得感』や没入感、意外性を体験することが狙いであるか、またその実現方法としてのマッピング手法について詳細に議論されている。,適度な納得感;没入感;意外性;満足感,本稿では、プレイヤが現実世界とデジタル世界をリンクさせる体験を通じて、『適度な納得感』、没入感、意外性、そして満足感といった具体的な感情体験を得ることを意図しており、これらの感情はゲームデザインそのものの要求として明確に組み込まれている。,,プレイヤ,IPSJ-EC2024013.txt,主要なゲームデザインにおいて、ユーザーの体験として具体的な感情（納得感、没入感、意外性、満足感）が重要な要素として扱われているため、EDAは本稿の主要テーマの一部として十分に明確に示されている。ただし、定義が他論文や既存のコンセプトに依拠している部分もある。,True
1,False,この内容は、主観的な印象に関するコミュニケーションとデータ収集を促進することを目的としており、ユーザーの感情状態を引き起こしたり変化させたりすることを意図していません。,False,この論文では、プレーヤーが擬音語を使って視覚的特徴をどのように説明し、主観的な印象を共有するかについて論じていますが、ユーザーに引き起こされるべき感情の反応の種類を分析したり議論したりしていません。,,この論文では、設計要件として明確に定義された感情の反応が特定されていません。焦点は、特定の感情状態を意図的に引き起こすことではなく、視覚的特徴の擬音語表現を集めるためのゲームの使用にあります。,,,IPSJ-EC2024038.txt,EDAは論文の主要な焦点ではなく、明確に定義されたものではありません。デザインの重点は、ユーザーの感情状態を直接変更するメカニズムではなく、視覚的/触覚的特性の注釈と共有した説明にあります。,False
4,True,ゲームデザイン自体が視聴者の感情状態（達成感、連帯感、共感・共有感）を直接変化させることを目的としており、そのためのシステム／仕組み（例：ステージ操作による全体の同調行為など）が実装されている。,True,論文中では、We‐mode の状態がどのような条件（目標の一致、個々の貢献のフェアネス、相互調整、同調行為）により生起するのかが詳細に議論され、その効果が実験的に検証されている。,視聴者全員が『私たち』として達成感や配信者とのつながりを得ることができるゲームの実現を目指す。;本研究では、視聴者に集合的な認知モードである “We-mode” を生起させることで、全員が一体となってゲームに影響を与えたと感じられる仕組みを採用している。,本研究では、ゲーム内で視聴者全員に『We‐mode』、すなわち『私たち』としての達成感や配信者とのつながりを得る感情状態を生み出すことが、明確なデザイン要件として設定されているため。,,視聴者,IPSJ-EC2024037.txt,対象となる感情状態（We‐mode、達成感、配信者とのつながり）が論文全体の主要テーマとして明確に設定され、具体的なデザインや実験結果により十分に検証されている。,True
4,True,研究は、アバタの外見（版権アバタと標準アバタ）の違いを利用して、利用者が体験する緊張や羞恥を意図的に軽減させる効果（プロテウス効果）を検証することにより、感情状態への直接的な影響を与えることを狙っているため。,True,論文内では、アンケート調査やダンスゲームのスコアという定性的・定量的指標を用い、どのような感情反応（緊張や羞恥）が引き起こされるかについて詳細に議論・評価されているため。,VRアバタを着用してダンスを踊る際の緊張や羞恥の影響を検証する;そのキャラクタになりきっている感覚がダンスを踊る際に感じる緊張や羞恥に及ぼす影響;アバタを着用することで緊張や羞恥が軽減されれば，ダンス中に緊張や羞恥を気にせずに授業に意欲的に取り組むことができる方法の1つとなりえる,本研究は、VR空間でのアバタ変身感を通じて、利用者がダンス中に感じる『緊張』や『羞恥』といった感情を直接変化させることを目的としており、これらの感情が設計上の主要な対象として明確に規定されているため。,,実験参加者（演者役）;VRコンテンツ利用者,IPSJ-EC2024024.txt,対象となる感情『緊張』や『羞恥』が研究の主要テーマとして、実験設計、評価手法および議論の中で明確に定義・検証されており、EDAとして扱われるため。,True
2,False,システムはインタラクティブなデジタルアート体験を創出することを意図していますが（たとえば、没入感のあるダイナミックな視覚フィードバックを提供することで）、それは暗黙的に行われています。ユーザー体験の向上を意図していますが、ユーザーの内部感情状態におけるターゲット変更が明示的に述べられていません。,False,論文では、システムがユーザーの動きに反応することによってより没入感のある体験を提供する意図があることが述べられていますが、期待される具体的な感情反応（興奮、達成感、解放感など）については詳しく議論されていません。,,システムはコンテンツユーザーによって使用されていますが、本論文では特定の感情や感覚の反応を設計要件として明確に定義していません。説明は目標とする感情結果よりも技術的実装とインタラクティブなビジュアルに重点を置いています。,,,IPSJ-EC2024056.txt,ユーザー体験に関する議論は表面的であり、主に技術的なものです。没入感についてのあいまいな言及しかなく、したがってEDAは明確な主要トピックとして確立されていません。,False
4,True,システムは意図的にユーザーの身体感覚、すなわち銃が撃たれた際に『弾かれる』という触覚を誘発することを目的としているため。,True,論文内では、体験のデザインや装置の動作（空気噴射による銃の弾かれる感覚提示）について詳細に記述され、どのような感覚がユーザーに与えられるかが議論されているため。,銃が弾かれる体験;銃が弾かれる感覚を提示する;空気を噴射することで，銃が弾かれる感覚を提示する,本システムは『銃が弾かれる感覚』という特定の触覚体験を、ユーザーが必ず経験することを目的として設計要件に明記しているため。,,コンテンツユーザー;プレイヤー,IPSJ-EC2024109.txt,EDAsは本研究の体験の核心部分として具体的に定義され、実装方法や感覚提示の仕組みとして明確に説明されているため、最も高いスコアと判断できる。,True
4,True,実験やインタビューを通じて、操作性の変化によりプレイヤの感覚—特に瀕死感とそれに伴う没入感—へ影響を及ぼすことを目的としている。,True,論文内で、『瀕死感』の定義やその提示手法、及びそれがプレイヤにどのような感覚をもたらすかについて、アンケートやインタビュー結果と共に詳細に議論されている。,キャラクタが死に近づいていく際にプレイヤが感じる感覚を『瀕死感』と定義する．;操作性の低下は，プレイヤの操作キャラクタに対する瀕死感の知覚に影響を与え，操作性が悪化するほど，瀕死感を強く感じる傾向にある,本研究では、ゲーム内で操作キャラクタが死に近づく際にプレイヤが感じる『瀕死感』を明確に定義し、その体験を意図的にデザイン要件として組み込んでいるため。,,プレイヤ,IPSJ-EC2024041.txt,『瀕死感』という対象感情が明確に定義され、システムの設計・評価の中心要素として扱われているため、EDAに関する記述は非常に明確かつ具体的。,True
4,True,ロボットの動作が、明示的な発話促進指示ではなく、あたかも『話を聞きたがっている』かのように振る舞うことで、意図的に参加者の心理状態（緊張感の低減・自発的発言）に影響を与えることを目的としている。,True,論文内では、ロボットの動作がいかにして参加者に『緊張感を感じさせず』に発言のきっかけを与えるか、その具体的なシナリオやインタラクション例を通して、どんな心理的反応を期待しているのかが議論されている。,緊張感を生じさせずに自発的な発言を促す;ゆるやかなファシリテーション,本稿では、参加者がリラックスした状態で自発的に発言できるよう、ロボットの動作により緊張感を与えずに発言を促すことを狙っている。これは、特定のユーザ（会議参加者）の心理状態に直接働きかける設計要求として明示されているためである。,,会議参加者,IPSJ-EC2024093.txt,発言促進と緊張感の緩和という感情状態が、本研究の設計目的において明確に示されており、感情に働きかけるメカニズムとしての意図も読み取れるため。,True
4,True,このコンテンツは、生成された、個別化された励ましを意図的に利用して、ユーザーの感情的な状態に影響を与え、継続的な学習や執筆などのタスクにおける動機付けを高めることを目指しています。,True,この論文は、期待される感情的反応について詳細に論じています。利用者がどのように理解されていると感じ、評価され、個別のフィードバックによって動機付けられるかを詳しく説明し、励ましに対するポジティブとネガティブな反応の両方を分析しています。,ユーザの継続意欲を向上させる激励文の生成システム;ユーザが自分の努力が理解され，評価されていると感じた;あなたの努力は確実に成果を上げていますよ．続けて頑張ってください！,"この論文のシステムは、ユーザーの継続的な動機付けとエンゲージメントを、個別化された励ましのメッセージを通じて高めることを明示的に目的としています。設計要件は、オプションまたは行動依存の体験を提供するのではなく、ユーザーの気持ちの状態（継続意欲, モチベーション）をターゲットにすることを明確に指定しています。",,content user,IPSJ-EC2024086.txt,感情的なターゲット（例えば、動機付けの向上と励まし）は、システムの中心的な設計要素であり、論文内で明確に述べられ評価されています。これにより、EDAの使用が明確な主要なテーマとなっています。,True
4,True,コンテンツは、ユーザー自身の感情状態に影響を与えるために、お金の価値に基づいて触覚フィードバックを意図的に変更します。物理的な相互作用（トリガー抵抗の変化）は、ライブストリーミング取引中に特定の感情を呼び起こすための意図的なメカニズムとなっています。,True,論文では、期待される感情反応について、定量的測定と参加者のフィードバックを通じて議論し評価しています。お金の重さを感じ投げている実感、達成感、さらには躊躇いといった否定的な感情を分析し、デザインがユーザーの感情状態を調節することを目指していることを示しています。,投げ銭時の触覚によって達成感が生まれる可能性が示された．;お金を投げている感覚を提示する．;お金の重さを感じ投げている実感,論文は、設計要件において、触覚フィードバック（コントロールされたトリガー抵抗と押下深度）によって、特定の感覚である「お金を投げている感覚」と、その関連感情である達成感や躊躇いを呼び起こすべきであると明記しています。これらの感情反応は、実験設計に明確に統合されています。,,コンテンツユーザー,IPSJ-EC2024076.txt,トリガー抵抗を修正して具体的なユーザー体験を引き起こすことに焦点を当てた論文は、意図された感情反応をデザインの中心的で明確に定義された部分としています。実験の設定とフィードバックがこの強調点を明確に示しています。,True
3,True,システムの機能改善（例：遠距離に設置した超大型モニターでの主観映像表示、映像の残像効果など）を通じて、ユーザーの感じる臨場感・没入感を向上させることを狙っており、感情状態への影響が狙いである。,True,論文内で、どのような視聴体験（例：空間への没入感、リアルタイムな身体動作によるコミュニケーション）が得られるかについて、システム改善のたたき台として詳細に議論されているため。,視聴者が空間への没入感を高く感じる提示方法についても模索する．;VR 体験の没入感を高めるため，一度表示された映像をその場に残すようにした．,本論文では、VR体験共有システムの設計段階で視聴者が空間への没入感を高く感じることを明確な目標としており、意図的に感情状態（没入感など）を変化させることを狙っているため。,,視聴ユーザー;配信ユーザー,IPSJ-EC2024100.txt,EDAsとして狙う感情（主に没入感）がデザイン要件やシステム改良の目的として明示されているが、感情の詳細な定義や幅広い感情状態のリストアップはなく、主題の中で副次的に取り扱われている印象。,True
1,False,システムは即興演奏の中で合いの手を生成し、演奏者との対話や自然な演奏体験を提供しようとしているが、これはユーザーの感情状態に直接影響を与えるという意図が明示されているわけではない。,False,論文中では、生成モデルの技術的側面（メロディ生成、リアルタイム性、リズムの自然さなど）が詳細に論じられているが、ユーザーにどのような感情的反応を引き起こすか、またはどのような内面的体験を狙っているかについての議論は見られない。,,本論文は、合いの手を自動生成するシステムにより、演奏体験をより人間らしくインタラクティブなものにすることを目指しているが、具体的な感情（例：喜び、興奮、安心感など）の指定はなく、感情状態の変化が明確に設計要求として定義されていない。,,ミュージシャン,IPSJ-EC2024073.txt,EDAsとして直接ユーザーの感情状態に介入するための明確な設計要求や意図が記述されておらず、感情体験に関する具体的な記述も存在しないため、EDAの主題としては扱われていない。,False
3,True,提案システムは、視聴者の感情状態（興奮や実際に現地にいるような臨場感）に直接影響を与えることを目的として設計されており、システムの仕様がその狙いを反映している。,True,論文中では、システムを使った結果として得られる『臨場感』や『没入感』が、実際の運用・アンケート結果を通して議論されており、どのような感情反応が期待されるかについても触れられている。,臨場感あふれるジャングルバスオンラインツアー;動物がエサを食べる瞬間を至近距離で撮影し，視聴者に配信できる,システムの設計では『臨場感あふれるジャングルバスオンラインツアー』の実現を目指し、動物がエサを食べる瞬間を至近距離で撮影するなど、ユーザが現場にいるかのような没入感を得られる体験を提供することを明示しているため。,,オンラインツアー視聴者;ツアー参加者,IPSJ-EC2024002.txt,主要な技術的改善やシステム設計が中心ではあるが、視聴者に提供する『臨場感』という感情体験が設計要件として明記され、実運用のフィードバックも示されているため、感情面の狙いは把握できるが、主題としては技術設計が前面に出ているためスコアは3とする。,True
4,True,ゲーム体験全体を通じ、現実世界とデジタル世界の連携によってユーザの内面的な感情（例えば、深い没入感や納得感）に働きかけることを狙っているため。,True,論文中では、どのような感情体験がユーザに喚起されるか、例えば『没入感』、『イリュージョン感覚』、『適度な納得感』、『意外性』、『満足感』など、具体的な言葉で示され、分析されている。,プレイヤの没入感やイリュージョン感覚を高める;適度な納得感;深い没入感と満足感,本稿では、ユーザ（プレイヤ）が得るべき感情体験として、没入感、イリュージョン感覚、適度な納得感、意外性、そして満足感などが具体的に言及されており、これらはコンテンツの設計要件として明確に定義されている。,,プレイヤ,IPSJ-EC2024013.txt,感情体験（EDA）の要素が論文内で複数回登場し、これに基づくシステム設計やデモンストレーションの意図も明確に説明されているため、EDAは明確な主要トピックと言える。,True
1,False,このコンテンツは、ユーザー自身の感情状態を意図的に誘発または変更することではなく、主観的な印象（例：触覚、視覚的テクスチャの知覚）をコミュニケーションし、共有することを促進するように設計されています。,False,この論文では、擬音表現の変動性と多様性、そしてそれらが感覚的観察とどのように関連しているかについて論じていますが、ユーザーに誘発されるべき感情的反応や感情状態の分析は提示されていません。,,この論文では、プレイヤーから特定の内部的感情状態を引き出すことの明示的な指定や要求はありません。代わりに、特定の感情を定義したり、変えようとすることなく、感覚的または知覚的印象を表す擬音表現を収集するためのゲームメカニズムに焦点を当てています。,,,IPSJ-EC2024038.txt,特定のユーザーの感情を引き起こすまたは変更するための明示的な努力はデザインや議論の中になく、データ収集と主観的な感覚印象の共有に焦点が当てられています。これにより、定義されたEDAsの存在は適用不可能です。,False
4,True,このゲームは、視聴者の感情体験に意図的に影響を与えるように設計されており、協調された入力（例：同期したステージ回転、隕石ギミック中の集団意思決定）を調整することで、共同のエージェンシーと統一感を喚起することを目的としています。,True,この論文は、これらの感情的目標をデザインの一部として設定するだけでなく、実験やアンケートを通じてその結果としての「共同主体性」を議論し評価しており、意図された感情反応を分析しています。,視聴者全員が『私たち』として達成感や配信者とのつながりを得ることができる;参加者全員がゲームに影響を与えたと感じることができる,論文は、視聴者が「私たち」としての達成感とつながりを感じるという望ましい感情状態—すなわち、We-mode—を明示的に定義しており、これはゲームの明確なデザイン要件です。,,content user (視聴者),IPSJ-EC2024037.txt,論文は、目標とする感情反応（例：‘私たち’としての達成感、配信者とのつながり、共同制御感）を明確に指定し測定しており、そのためEDAsの役割を明示かつあいまいではなくしています。,True
4,True,実験全体がユーザの感情状態（緊張や羞恥）に直接影響を及ぼすことを意図しており、アバタの種類や環境設定を通してそれらの感情の軽減を試みる設計になっているため。,True,論文では実験手順、アンケート項目、及びスコア評価を通して、ユーザがどの程度緊張や羞恥を感じるか、その変化を具体的かつ詳細に議論しており、効果の測定とその意図が明確に述べられている。,「VRアバタを着用してダンスを踊る際の緊張や羞恥の影響の検証」;「人前で踊ることで緊張や羞恥が発生すると考える」,本研究ではVR空間におけるアバタ着用によって、ダンス中に具体的に『緊張』と『羞恥』という感情が変化するかを検証するため、これらの感情が明確に設計要件として定義され評価軸として位置づけられている。,,content user,IPSJ-EC2024024.txt,本研究は『緊張』と『羞恥』という特定の感情状態に焦点を当て、これを明確な設計要件・評価指標として実験全体に組み込んでいるため、EDAとしての対象が非常に明瞭である。,True
1,False,このシステムは没入型でインタラクティブなアート体験を提供することを目的としていますが、ユーザーの感情状態の具体的な変化を意図的にデザインしているわけではありません。,False,この論文では、予想される感情的反応や、プロジェクションされたアニメーションがインタラクション中にユーザーの感情にどのように影響を与えるかについて詳細に議論されていません。,,この論文は、特定の予め定められた感情的反応を設計要件として明示的に定義していません。主にプロジェクションマッピングシステムの技術開発に焦点を当てており、ユーザーの感情を明確に特定することには触れていません。,,,IPSJ-EC2024056.txt,内容は主に技術的実装とシステム性能に関するもので、設計の不可欠な部分としてのEDAに関する明確な焦点や議論はありません。,False
4,True,コンテンツは意図的にメカニズム（例えば、銃デバイスからの空気放出）を取り入れ、決闘中にユーザーの触覚的感覚状態に意図的に影響を与えます。,True,この論文では、システムによって引き起こされる期待される感覚（すなわち、銃の弾かれ）と、この体験を達成するために設計されたメカニズム（弾丸の衝撃方向に基づく空気注入）について詳細に論じています。,敵の放った銃弾が自身の銃に当たると，その角度に応じて銃型デバイスの先端で空気が噴射され，銃が弾かれる感覚を提示する．;銃が弾かれる感覚を提示するためのエアチューブ，サーボモータをもつ空気噴射部,この論文は、システムが特定の感情反応、すなわち弾丸に当たったときに銃が弾かれる感覚を引き起こすように設計されていることを明確に示しています。これはVR決闘システムの明示的な設計要件です。,,content user,IPSJ-EC2024109.txt,EDAは単なるシステム設計の要素ではなく、論文の中心テーマでもあり、VRシステムが被弾したときの特定の感覚を引き起こすことを意図していることを明確に説明しています。したがって、ターゲットとされた感情反応の明確さは高いです。,True
4,True,実験条件においてキャラクタの体力に応じた操作性の変更が、プレイヤの没入感や瀕死感といった感情体験に直接影響を与えることを狙い、プレイヤの感情状態に介入することを意図している。,True,論文は、操作性を通じて瀕死感がどのようにプレイヤの没入感に影響を与えるかについて、アンケートとインタビューを用いて具体的に検証し、得られた感情的反応について詳細に議論している。,キャラクタが死に近づいていく際にプレイヤが感じる感覚を『瀕死感』と定義する．;操作性の低下は，プレイヤの操作キャラクタに対する瀕死感の知覚に影響を与え，操作性が悪化するほど，瀕死感を強く感じる傾向にある．,本研究では、キャラクタが死に近づく際にプレイヤが感じる感覚を『瀕死感』として明確に定義し、操作性の変化を通してその感覚を提示することを狙っているため、デザイン上、ユーザーの感情状態を直接変化させることを目的としている。,,content user (プレイヤ),IPSJ-EC2024041.txt,'瀕死感'という感情体験が、デザイン要件として明示され実験でその感情の変化を評価しているため、EDAが主要なテーマとして明確に扱われている。,True
4,True,システムの設計は、ロボットの接近や退避などの動作を通じて参加者の感情状態（安心感や発言しやすさ）に直接働きかけることを目的としており、意図的にユーザの心情を変化させようとしている。,True,本文中では、伝統的な指名方式が生む緊張感を回避するため、ロボットによる”聞いてくれる”という動作を通して自発的な発言を誘発する点が議論され、どのような感情（例：緊張の低減、安心感の向上）が期待されるかを検討している。,発言の少ない参加者に対しては，発言を促すことが求められる．;指名によるプレッシャーを回避し，緊張感を生じさせずに自発的な発言を促す．;ロボットがあたかも話を聞きたがっているように近づく,本論文では、ファシリテーションにおいて参加者の緊張感や心理的負担を低減させ、発言の自発性を促すという感情状態を明確な設計要求として位置づけているため。,,会議参加者,IPSJ-EC2024093.txt,感情に関する狙い（緊張感の低減と自発的発言の促進）は、論文全体を通して明確に示され、設計の中心的なテーマの一部として扱われているため、比較的明確なEDAの対象といえる。,True
4,True,システム自体が、学習や運動などの単調な活動に対し、ユーザへ直接的な感情的支援（激励）を提供することを目的として設計されているため。,True,論文内では、生成された激励文がユーザにどのような感情（例えば、『自分の努力が理解され評価されている』という肯定的な反応や、モチベーション向上）を喚起するかについて議論・評価しているため。,ユーザの継続意欲を向上させる激励文の生成;モチベーションを高める;ユーザが自分の努力が理解され，評価されていると感じた;日々の執筆の継続を向上させる,本稿は、ユーザ個人の努力や成果に応じたパーソナライズされた激励文を生成することで、ユーザの継続意欲（モチベーション）を向上させることを明確なデザイン要求としているため。,,ユーザ,IPSJ-EC2024086.txt,激励によるモチベーション向上が本稿の中核テーマとして明示され、ユーザの感情変化に着目してシステム設計と定性評価が行われているため、EDAの存在が非常に明瞭。,True
4,True,提案手法は、トリガーの押下深さと抵抗の変化を利用して、投げ銭時の触覚フィードバックを強化することで、ユーザの感情体験（例：重さや達成感）に直接働きかけ、感情状態を変化させることを目的としている。,True,実験結果やアンケート調査により、『お金の重さを感じる実感』や『達成感』、場合によっては『躊躇い』といった具体的な感情反応について言及され、コンテンツ使用時に発生する感情体験が詳細に論じられている。,投げ銭時の触覚によって達成感が生まれる可能性が示された．;ユーザ各々にコンテンツを阻害せず，お金を投げている感覚を提示する．;お金の重さを感じ投げている実感があって楽し い,本研究では、投げ銭時にユーザが実際にお金を投げているという感覚や、押下時の抵抗変化により達成感や存在感を得る体験を意図的に設計要件として盛り込んでおり、その感情体験が明確に定義されている。,,コンテンツ利用者,IPSJ-EC2024076.txt,EDAsが本論文の主要な設計軸として明確に打ち出され、実験および評価の対象として具体的に扱われているため、感情体験に対する意図とその効果が明確に示されている。,True
2,True,システムの提案段階で、ユーザー（視聴者）の体験感、特に『没入感』に注目し、その向上を狙った映像提示の仕組みやカメラ設定を明示しているため。,True,論文内では、実験結果や提案システムの各構成要素を通して、ユーザーが感じる没入感や視覚体験の質について記述・議論しているため。,視聴者が空間への没入感を高く感じる提示方法についても模索する．;VR 体験の没入感を高めるため，一度表示された映像をその場に残すようにした．,本論文では、ソーシャルVR空間上での体験共有システムの設計において、視聴者が空間への没入感を高く感じることを狙いとしており、体験の見せ方や映像提示方法によりユーザーの感覚（没入感）を意図的に変化させようとしているため。,,視聴ユーザー,IPSJ-EC2024100.txt,EDAs（ここでは主に没入感を含む感情的体験）の設定や検証は、論文の主要技術・システム設計の1要素として扱われるが、感情状態そのものの定義は明確に詳細化されていないため、EDAsが議論されるものの主題としての明瞭さにはやや欠ける。,True
